PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Train,Spending,Group,GroupNumber,FirstName,LastName,CabinDeck,CabinSide,CabinNum
0100_02,Earth,False,G/13/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Mael Cochrisons,False,0.0,0100,02,Mael,Cochrisons,G,P,13
0104_01,Earth,False,F/25/S,TRAPPIST-1e,20.0,False,1.0,0.0,0.0,599.0,0.0,Alene Rochan,False,600.0,0104,01,Alene,Rochan,F,S,25
0106_01,Earth,True,F/26/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Therly Puckenton,False,0.0,0106,01,Therly,Puckenton,F,S,26
0109_01,Earth,False,F/22/P,TRAPPIST-1e,34.0,False,0.0,0.0,39.0,1.0,556.0,Tonald Wolferton,False,596.0,0109,01,Tonald,Wolferton,F,P,22
0117_01,Earth,False,E/4/P,PSO J318.5-22,24.0,False,0.0,22.0,82.0,0.0,686.0,Megany Ewiseston,False,790.0,0117,01,Megany,Ewiseston,E,P,4
0118_01,Earth,False,G/14/P,TRAPPIST-1e,29.0,False,14.0,869.0,,1.0,0.0,Troyce Moodmandez,False,884.0,0118,01,Troyce,Moodmandez,G,P,14
0121_01,Earth,False,F/26/P,TRAPPIST-1e,20.0,False,1037.0,1.0,2.0,0.0,1576.0,Kendy Mayson,False,2616.0,0121,01,Kendy,Mayson,F,P,26
0124_01,Earth,True,G/15/P,55 Cancri e,5.0,False,0.0,0.0,0.0,0.0,0.0,Karay Camerrison,False,0.0,0124,01,Karay,Camerrison,G,P,15
0125_01,Europa,True,B/6/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Saiphda Fulatorly,False,0.0,0125,01,Saiphda,Fulatorly,B,P,6
0125_02,Europa,False,B/6/P,TRAPPIST-1e,16.0,False,3966.0,2872.0,0.0,0.0,2458.0,Hadira Fulatorly,False,9296.0,0125,02,Hadira,Fulatorly,B,P,6
0130_01,Earth,True,G/16/P,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Catha Gilesonston,False,0.0,0130,01,Catha,Gilesonston,G,P,16
0131_01,Earth,False,F/28/S,55 Cancri e,36.0,False,0.0,0.0,571.0,36.0,0.0,Vine Simstravery,False,607.0,0131,01,Vine,Simstravery,F,S,28
0132_01,Mars,False,D/4/S,55 Cancri e,26.0,False,46.0,315.0,2305.0,0.0,97.0,Stech Potte,False,2763.0,0132,01,Stech,Potte,D,S,4
0135_01,Earth,False,F/28/P,TRAPPIST-1e,40.0,False,413.0,514.0,1.0,0.0,0.0,Rica Hammonton,False,928.0,0135,01,Rica,Hammonton,F,P,28
0137_01,Earth,True,G/24/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Jilley Harry,False,0.0,0137,01,Jilley,Harry,G,S,24
0142_01,Mars,True,F/30/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Oakes Buth,False,0.0,0142,01,Oakes,Buth,F,S,30
0142_02,Mars,False,F/30/S,TRAPPIST-1e,23.0,False,378.0,402.0,0.0,0.0,509.0,Swafox Buth,False,1289.0,0142,02,Swafox,Buth,F,S,30
0142_03,Mars,False,F/30/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Gacke Buth,False,0.0,0142,03,Gacke,Buth,F,S,30
0143_01,Europa,False,C/2/P,55 Cancri e,30.0,False,0.0,8853.0,6108.0,29.0,3523.0,Alaton Unloweedic,False,18513.0,0143,01,Alaton,Unloweedic,C,P,2
0145_01,Earth,False,E/6/P,TRAPPIST-1e,56.0,False,0.0,44.0,23.0,723.0,0.0,Arlie Hodes,False,790.0,0145,01,Arlie,Hodes,E,P,6
0150_01,Europa,True,B/7/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Menkaa Slowatic,False,0.0,0150,01,Menkaa,Slowatic,B,P,7
0150_02,Europa,True,B/7/P,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,Wasalm Slowatic,False,0.0,0150,02,Wasalm,Slowatic,B,P,7
0153_01,Earth,False,F/32/S,TRAPPIST-1e,19.0,False,32.0,0.0,521.0,0.0,223.0,Wandy Meleon,False,776.0,0153,01,Wandy,Meleon,F,S,32
0154_01,Earth,True,G/21/P,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,0.0,Dorah Brenney,False,0.0,0154,01,Dorah,Brenney,G,P,21
0155_01,Mars,False,F/33/P,TRAPPIST-1e,38.0,False,2.0,26.0,148.0,1213.0,0.0,Ritars Harta,False,1389.0,0155,01,Ritars,Harta,F,P,33
0156_01,Mars,True,F/34/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Tures Upead,False,0.0,0156,01,Tures,Upead,F,P,34
0157_01,Europa,False,A/1/P,TRAPPIST-1e,35.0,False,0.0,463.0,0.0,1502.0,585.0,Dabit Fulazy,False,2550.0,0157,01,Dabit,Fulazy,A,P,1
0158_01,Earth,False,E/9/S,55 Cancri e,26.0,False,832.0,0.0,0.0,21.0,136.0,Dawne Jacobbinson,False,989.0,0158,01,Dawne,Jacobbinson,E,S,9
0158_02,Earth,False,F/33/S,TRAPPIST-1e,31.0,False,0.0,0.0,705.0,0.0,0.0,Nelle Jacobbinson,False,705.0,0158,02,Nelle,Jacobbinson,F,S,33
0159_01,Earth,False,F/34/S,TRAPPIST-1e,38.0,False,0.0,3.0,0.0,756.0,0.0,Vanie Irwines,False,759.0,0159,01,Vanie,Irwines,F,S,34
0161_01,Earth,False,F/35/P,55 Cancri e,27.0,False,,11.0,0.0,0.0,1172.0,Adamy Donson,False,1183.0,0161,01,Adamy,Donson,F,P,35
0162_01,Mars,True,F/36/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Lix Ble,False,0.0,0162,01,Lix,Ble,F,P,36
0166_01,Earth,False,G/29/S,TRAPPIST-1e,22.0,False,0.0,772.0,0.0,0.0,0.0,Essara Rocholton,False,772.0,0166,01,Essara,Rocholton,G,S,29
0168_01,Europa,True,C/7/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Saxinon Oradly,False,0.0,0168,01,Saxinon,Oradly,C,S,7
0175_01,Earth,True,G/25/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Celis Benney,False,0.0,0175,01,Celis,Benney,G,P,25
0175_02,Earth,,G/25/P,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Elody Benney,False,0.0,0175,02,Elody,Benney,G,P,25
0175_03,Earth,True,G/25/P,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Leence Benney,False,0.0,0175,03,Leence,Benney,G,P,25
0175_04,Earth,True,G/25/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Eulah Benney,False,0.0,0175,04,Eulah,Benney,G,P,25
0175_05,Earth,False,G/25/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Robyny Benney,False,0.0,0175,05,Robyny,Benney,G,P,25
0176_01,Earth,False,F/39/P,PSO J318.5-22,29.0,False,362.0,15.0,0.0,0.0,450.0,Sanya Stannondez,False,827.0,0176,01,Sanya,Stannondez,F,P,39
0180_01,Earth,False,F/40/P,TRAPPIST-1e,18.0,False,756.0,116.0,0.0,1.0,58.0,Ronia Kellynn,False,931.0,0180,01,Ronia,Kellynn,F,P,40
0184_01,Mars,False,E/7/P,TRAPPIST-1e,22.0,False,197.0,0.0,1175.0,0.0,0.0,Panter Gerry,False,1372.0,0184,01,Panter,Gerry,E,P,7
0185_01,Mars,False,F/37/S,TRAPPIST-1e,24.0,False,6.0,11.0,1404.0,0.0,0.0,Alls Cooki,False,1421.0,0185,01,Alls,Cooki,F,S,37
0187_01,Mars,True,F/38/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Ranuts Kidne,False,0.0,0187,01,Ranuts,Kidne,F,S,38
0191_01,Earth,False,F/39/S,TRAPPIST-1e,36.0,False,261.0,0.0,206.0,465.0,0.0,Vanez Currisones,False,932.0,0191,01,Vanez,Currisones,F,S,39
0194_01,Europa,True,C/4/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Ruchbia Extraly,False,0.0,0194,01,Ruchbia,Extraly,C,P,4
0194_02,Europa,True,C/4/P,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Algrafi Extraly,False,0.0,0194,02,Algrafi,Extraly,C,P,4
0194_03,Europa,False,C/4/P,55 Cancri e,26.0,True,0.0,275.0,0.0,4572.0,163.0,Polar Extraly,False,5010.0,0194,03,Polar,Extraly,C,P,4
0204_01,Earth,False,F/43/P,PSO J318.5-22,29.0,False,1669.0,2.0,242.0,155.0,0.0,Gracy Goldendrice,False,2068.0,0204,01,Gracy,Goldendrice,F,P,43
0208_01,Earth,,G/33/P,TRAPPIST-1e,40.0,False,44.0,0.0,565.0,0.0,18.0,Mael Vales,False,627.0,0208,01,Mael,Vales,G,P,33
0209_01,Europa,False,B/10/P,TRAPPIST-1e,36.0,,33.0,,0.0,12767.0,1193.0,Grasath Clindy,False,13993.0,0209,01,Grasath,Clindy,B,P,10
0214_01,Europa,False,E/12/S,TRAPPIST-1e,46.0,False,717.0,516.0,4.0,2.0,2439.0,Gorabba Pistage,False,3678.0,0214,01,Gorabba,Pistage,E,S,12
0214_02,Europa,False,E/12/S,TRAPPIST-1e,42.0,False,4762.0,20.0,0.0,4.0,41.0,Genons Pistage,False,4827.0,0214,02,Genons,Pistage,E,S,12
0215_01,Earth,True,G/34/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Jaimez Waterson,False,0.0,0215,01,Jaimez,Waterson,G,P,34
0218_01,Earth,False,G/35/P,TRAPPIST-1e,19.0,False,741.0,12.0,1.0,0.0,0.0,Jenne Alshipson,False,754.0,0218,01,Jenne,Alshipson,G,P,35
0226_01,Europa,False,D/7/S,55 Cancri e,25.0,False,3.0,3833.0,8098.0,1531.0,0.0,Brakis Matimple,False,13465.0,0226,01,Brakis,Matimple,D,S,7
0227_01,Earth,,,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Kurta Buckentry,False,0.0,0227,01,Kurta,Buckentry,,S,
0228_01,Europa,True,B/4/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Azhasim Dompul,False,0.0,0228,01,Azhasim,Dompul,B,S,4
0228_02,Europa,False,B/4/S,55 Cancri e,39.0,,0.0,25273.0,0.0,13.0,1714.0,Zedark Asharing,False,27000.0,0228,02,Zedark,Asharing,B,S,4
0228_03,Europa,True,B/4/S,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Alurops Dompul,False,0.0,0228,03,Alurops,Dompul,B,S,4
0228_04,Europa,False,B/4/S,TRAPPIST-1e,35.0,False,0.0,1442.0,0.0,1813.0,6439.0,Aviton Dompul,False,9694.0,0228,04,Aviton,Dompul,B,S,4
0230_01,Earth,True,F/49/P,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,Daisya Burksson,False,0.0,0230,01,Daisya,Burksson,F,P,49
0230_02,Earth,False,F/49/P,TRAPPIST-1e,20.0,False,786.0,0.0,0.0,0.0,,Ren Burksson,False,786.0,0230,02,Ren,Burksson,F,P,49
0235_01,Earth,True,G/40/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Monard Hickerson,False,0.0,0235,01,Monard,Hickerson,G,P,40
0236_01,Mars,True,F/51/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Poloos Nutte,False,0.0,0236,01,Poloos,Nutte,F,P,51
0238_01,Mars,False,D/7/P,TRAPPIST-1e,39.0,False,2556.0,0.0,22.0,0.0,0.0,Set Chcak,False,2578.0,0238,01,Set,Chcak,D,P,7
0247_01,Europa,True,D/9/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Rasaleh Gulcepusy,False,0.0,0247,01,Rasaleh,Gulcepusy,D,P,9
0247_02,Europa,True,D/9/P,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Bath Gulcepusy,False,0.0,0247,02,Bath,Gulcepusy,D,P,9
0249_01,Earth,False,G/41/P,TRAPPIST-1e,50.0,False,0.0,0.0,78.0,751.0,78.0,Luise Prickmantes,False,907.0,0249,01,Luise,Prickmantes,G,P,41
0256_01,Earth,False,F/48/S,PSO J318.5-22,41.0,False,0.0,0.0,728.0,0.0,0.0,Kerryn Bensley,False,728.0,0256,01,Kerryn,Bensley,F,S,48
0259_01,Mars,False,F/55/P,55 Cancri e,19.0,False,1.0,0.0,2839.0,85.0,0.0,Fow Floaf,False,2925.0,0259,01,Fow,Floaf,F,P,55
0262_01,Earth,False,G/39/S,TRAPPIST-1e,20.0,False,186.0,0.0,0.0,602.0,100.0,,False,888.0,0262,01,,,G,S,39
0264_01,Europa,True,B/5/S,55 Cancri e,19.0,False,0.0,0.0,0.0,0.0,0.0,Hasim Anindery,False,0.0,0264,01,Hasim,Anindery,B,S,5
0264_02,Europa,True,B/5/S,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Okulus Anindery,False,0.0,0264,02,Okulus,Anindery,B,S,5
0264_03,Europa,False,B/5/S,55 Cancri e,32.0,False,1340.0,,0.0,8517.0,1256.0,Deneba Anindery,False,11113.0,0264,03,Deneba,Anindery,B,S,5
0266_01,Mars,False,E/12/P,TRAPPIST-1e,44.0,False,696.0,0.0,462.0,46.0,94.0,Chtios Muff,False,1298.0,0266,01,Chtios,Muff,E,P,12
0266_02,Mars,False,F/57/P,TRAPPIST-1e,18.0,False,1542.0,0.0,138.0,0.0,0.0,Panzel Muff,False,1680.0,0266,02,Panzel,Muff,F,P,57
0268_01,Mars,False,F/58/P,TRAPPIST-1e,49.0,False,108.0,0.0,41.0,1560.0,0.0,Hony Nutca,False,1709.0,0268,01,Hony,Nutca,F,P,58
0268_02,Mars,False,E/13/P,55 Cancri e,23.0,False,3186.0,0.0,0.0,2.0,0.0,Libers Nutca,False,3188.0,0268,02,Libers,Nutca,E,P,13
0271_01,Earth,False,G/44/P,TRAPPIST-1e,31.0,False,41.0,334.0,1.0,62.0,484.0,Jilly Alfordonard,False,922.0,0271,01,Jilly,Alfordonard,G,P,44
0272_01,Mars,False,D/10/P,TRAPPIST-1e,55.0,False,1054.0,0.0,2.0,0.0,1.0,Gramus Graie,False,1057.0,0272,01,Gramus,Graie,D,P,10
0273_01,Mars,False,F/60/P,TRAPPIST-1e,60.0,False,60.0,0.0,7022.0,0.0,0.0,Wales Ste,False,7082.0,0273,01,Wales,Ste,F,P,60
0273_02,Mars,True,F/60/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Triesh Ste,False,0.0,0273,02,Triesh,Ste,F,P,60
0273_03,Mars,False,E/14/P,TRAPPIST-1e,34.0,False,301.0,0.0,79.0,919.0,0.0,Apench Ste,False,1299.0,0273,03,Apench,Ste,E,P,14
0274_01,Mars,False,E/17/S,,14.0,False,123.0,0.0,0.0,1936.0,22.0,Felios Melto,False,2081.0,0274,01,Felios,Melto,E,S,17
0274_02,Mars,True,E/17/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Bats Melto,False,0.0,0274,02,Bats,Melto,E,S,17
0276_01,Europa,False,B/6/S,55 Cancri e,19.0,False,0.0,86.0,0.0,368.0,4055.0,Okula Pabler,False,4509.0,0276,01,Okula,Pabler,B,S,6
0276_02,Europa,True,B/6/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Zedark Pabler,False,0.0,0276,02,Zedark,Pabler,B,S,6
0279_01,Earth,False,F/62/P,55 Cancri e,42.0,False,98.0,10.0,0.0,613.0,0.0,Arllia Conleydenan,False,721.0,0279,01,Arllia,Conleydenan,F,P,62
0280_01,Earth,False,F/53/S,TRAPPIST-1e,18.0,False,212.0,678.0,12.0,0.0,0.0,Andyn Mcfaddoxter,False,902.0,0280,01,Andyn,Mcfaddoxter,F,S,53
0284_01,Mars,False,E/15/P,TRAPPIST-1e,50.0,False,0.0,0.0,1299.0,0.0,0.0,Cers Datie,False,1299.0,0284,01,Cers,Datie,E,P,15
0292_01,Earth,False,F/56/S,TRAPPIST-1e,26.0,False,0.0,,0.0,1079.0,281.0,Jillie Chardsonnon,False,1360.0,0292,01,Jillie,Chardsonnon,F,S,56
0293_01,Europa,True,,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Tauxon Suptibler,False,0.0,0293,01,Tauxon,Suptibler,,S,
0295_01,Earth,False,F/66/P,PSO J318.5-22,35.0,False,,627.0,0.0,44.0,0.0,Guyl Hardley,False,671.0,0295,01,Guyl,Hardley,F,P,66
0296_01,Mars,False,F/57/S,55 Cancri e,58.0,False,73.0,0.0,422.0,978.0,0.0,Kohs Cort,False,1473.0,0296,01,Kohs,Cort,F,S,57
0299_01,Earth,False,F/58/S,55 Cancri e,20.0,False,376.0,0.0,242.0,1.0,0.0,Dellia Hickett,False,619.0,0299,01,Dellia,Hickett,F,S,58
0300_01,Europa,False,D/11/P,TRAPPIST-1e,28.0,False,5.0,11549.0,132.0,4966.0,524.0,Mahamak Ofracculy,False,17176.0,0300,01,Mahamak,Ofracculy,D,P,11
0308_01,Earth,True,G/48/P,PSO J318.5-22,12.0,False,0.0,0.0,0.0,0.0,0.0,,False,0.0,0308,01,,,G,P,48
0311_01,Earth,False,E/17/P,55 Cancri e,20.0,False,,0.0,0.0,10.0,0.0,Coreen Simmonders,False,10.0,0311,01,Coreen,Simmonders,E,P,17
0312_01,Earth,True,G/49/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Adrie Hoffergess,False,0.0,0312,01,Adrie,Hoffergess,G,P,49
0317_01,Earth,False,G/43/S,TRAPPIST-1e,31.0,False,0.0,34.0,81.0,0.0,608.0,Philda Medington,False,723.0,0317,01,Philda,Medington,G,S,43
0318_01,Earth,True,G/52/P,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Robyna Solon,False,0.0,0318,01,Robyna,Solon,G,P,52
0319_01,Mars,False,E/18/P,TRAPPIST-1e,17.0,False,1031.0,0.0,1026.0,42.0,0.0,Ranats Prie,False,2099.0,0319,01,Ranats,Prie,E,P,18
0319_02,Mars,True,F/69/P,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,Pigars Prie,False,0.0,0319,02,Pigars,Prie,F,P,69
0323_01,Earth,True,,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Joyn Gaineyerson,False,0.0,0323,01,Joyn,Gaineyerson,,S,
0325_01,Earth,False,G/54/P,TRAPPIST-1e,48.0,False,,755.0,0.0,0.0,0.0,Searla Mccarveymon,False,755.0,0325,01,Searla,Mccarveymon,G,P,54
0328_01,Earth,False,F/71/P,TRAPPIST-1e,38.0,False,3.0,1252.0,1.0,0.0,0.0,Verney Singtons,False,1256.0,0328,01,Verney,Singtons,F,P,71
0329_01,Europa,True,B/14/P,55 Cancri e,33.0,,0.0,0.0,0.0,0.0,0.0,Iononus Rewmid,False,0.0,0329,01,Iononus,Rewmid,B,P,14
0332_01,Earth,True,G/55/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Shany Pooles,False,0.0,0332,01,Shany,Pooles,G,P,55
0335_01,Mars,False,E/20/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Rionk Coff,False,0.0,0335,01,Rionk,Coff,E,S,20
0339_01,Earth,False,F/75/P,TRAPPIST-1e,52.0,False,356.0,34.0,288.0,0.0,124.0,Alley Barnolderg,False,802.0,0339,01,Alley,Barnolderg,F,P,75
