,firstName,lastName,apiVersion,script,id,firstName,lastName,likelyGender,genderScale,score,probabilityCalibrated
3749_02,Gimpus,Fordulgaug,namsor_api_2.0.28,LATIN,a60d6e70-8010-4e19-ad98-45eed621b509,Gimpus,Fordulgaug,male,-0.3592014398697583,2.120714508685765,0.6796007199348791
3715_03,Vane,Hubbarton,namsor_api_2.0.28,LATIN,0b4c13f8-041f-4273-923d-ea86e9a558a1,Vane,Hubbarton,female,0.7155542672600854,5.079313886417914,0.8577771336300427
7858_03,Tinez,Kramorry,namsor_api_2.0.28,LATIN,63f0396f-2520-4dad-abcf-001420490a8c,Tinez,Kramorry,male,-0.18673347522340666,1.1823437713056961,0.5933667376117033
6111_04,Hezenif,Folumorly,namsor_api_2.0.28,LATIN,c6210d3a-451c-41c0-914b-4a828aca1ddb,Hezenif,Folumorly,male,-0.4003201670286929,2.488130045721938,0.7001600835143464
9120_01,Sony,Maynardner,namsor_api_2.0.28,LATIN,a7a702a4-7ebd-4372-a95e-959699bbd78a,Sony,Maynardner,male,-0.36688224277125703,2.1815436862591184,0.6834411213856285
4974_01,Thabih,Vendeck,namsor_api_2.0.28,LATIN,cd0ad318-67dc-4385-9b75-a44222730cbd,Thabih,Vendeck,female,0.6912429180070319,4.813559290178574,0.8456214590035159
3062_01,Hion,Frasp,namsor_api_2.0.28,LATIN,2d11b42e-5a0d-4bbf-8895-99a6985c7009,Hion,Frasp,male,-0.9636871632530133,8.266520126905775,0.9818435816265066
3225_01,Minoton,Surind,namsor_api_2.0.28,LATIN,9391ce74-a022-4095-b91b-24e190c51cc3,Minoton,Surind,male,-0.21690089129628665,1.31097482418609,0.6084504456481433
4271_01,Tabih,Dissper,namsor_api_2.0.28,LATIN,fa0f6511-662f-4dbd-a3e9-711cf242eda8,Tabih,Dissper,female,0.036659575912213915,0.03364146820344867,0.518329787956107
3655_01,Deandy,Moreman,namsor_api_2.0.28,LATIN,e091ad8e-3dea-4e4e-9db9-0d0f31b3aef0,Deandy,Moreman,male,-0.05265320407952201,0.41799035913962973,0.526326602039761
1365_02,Anchird,Exnutch,namsor_api_2.0.28,LATIN,8b81ad6c-a2af-48a8-ac31-dca6d69b599c,Anchird,Exnutch,male,-0.3469182995856548,2.029088528672297,0.6734591497928274
6237_01,Ockies,Spien,namsor_api_2.0.28,LATIN,28b1c100-9bea-4df4-bce7-009c6507c7d5,Ockies,Spien,male,-0.4373489112540834,2.958983724558891,0.7186744556270417
6821_01,Landa,Grifford,namsor_api_2.0.28,LATIN,e08fb4fd-b73f-40d1-bd62-5c469cfe3f56,Landa,Grifford,female,0.9751960514452294,10.540039850095965,0.9875980257226147
3467_01,Feryla,Webstephrey,namsor_api_2.0.28,LATIN,4793f0eb-3033-43df-8782-a99f0b3c4975,Feryla,Webstephrey,female,0.361513289952766,2.1387177030876217,0.680756644976383
2763_01,Sony,Reynoldez,namsor_api_2.0.28,LATIN,8d1a81f0-4471-4de4-9cf2-fe982a412026,Sony,Reynoldez,male,-0.33532461193221197,1.9481481193794252,0.667662305966106
2671_01,Anae,Oconley,namsor_api_2.0.28,LATIN,4a852bbe-1850-47a9-b1f3-6b90c354e643,Anae,Oconley,female,0.9675010893373637,9.265038312954232,0.9837505446686818
2503_02,Eet,Shrie,namsor_api_2.0.28,LATIN,5095e240-4ffa-42ac-9e26-df04317482d6,Eet,Shrie,male,-0.6623499217779147,4.512262527553361,0.8311749608889574
1685_03,Camina,Dillestron,namsor_api_2.0.28,LATIN,35733edd-90ba-44f4-b5a7-d02dfb1f5f52,Camina,Dillestron,female,0.9905760668738472,12.267387301184101,0.9952880334369236
0642_01,Dilatik,Kiling,namsor_api_2.0.28,LATIN,bcbd5e89-9dac-4d7d-96d8-c499bae59374,Dilatik,Kiling,male,-0.26233831992747225,1.5250090791496758,0.6311691599637361
4508_01,Bants,Pepie,namsor_api_2.0.28,LATIN,b8b87203-2055-48e2-9fed-9428239009f8,Bants,Pepie,male,-0.09914765695174288,0.684755083058775,0.5495738284758714
3384_01,Harlen,Gilesonston,namsor_api_2.0.28,LATIN,1cb0b6ff-bbe1-4d5e-a285-c75dc77d8800,Harlen,Gilesonston,male,-0.9771893106163905,10.907152087301732,0.9885946553081952
2913_01,Pefox,Sau,namsor_api_2.0.28,LATIN,2d2dccc5-9bf0-4d89-ab27-e55bc449f3c1,Pefox,Sau,male,-0.4577202054701892,3.339215730227039,0.7288601027350946
5909_03,Holey,Fryan,namsor_api_2.0.28,LATIN,6b1edb3c-70f1-4995-a322-fdf1e5cda13c,Holey,Fryan,male,-0.22557740555009742,1.3497703215210708,0.6127887027750487
4473_02,Terek,Welte,namsor_api_2.0.28,LATIN,63261ae4-e4e6-4c4e-89f0-b2617c12a610,Terek,Welte,male,-0.9827586125586663,11.313627685696439,0.9913793062793331
0863_01,Jone,Walkerez,namsor_api_2.0.28,LATIN,e16e317d-b357-4a86-bcbc-d79dbcdfad44,Jone,Walkerez,female,0.6235888162795284,4.211185489425311,0.8117944081397642
0689_01,Chard,Motive,namsor_api_2.0.28,LATIN,6083ae40-9523-42b2-b8ec-af769256a718,Chard,Motive,male,-0.9665867890110658,8.88945171293689,0.9832933945055329
3839_01,Puffes,Kine,namsor_api_2.0.28,LATIN,58a78e9e-708d-490b-aafc-05656bf22dcf,Puffes,Kine,male,-0.2941337715294896,1.6942787896569982,0.6470668857647448
6128_01,Samany,Serry,namsor_api_2.0.28,LATIN,d52d58ad-7bac-43a7-8e6f-39bcdd1d61f6,Samany,Serry,female,0.09069604406198861,0.634750815205166,0.5453480220309943
4464_01,Sharie,Morrodgers,namsor_api_2.0.28,LATIN,2eeed0a9-651d-410d-b043-615c6773c3bb,Sharie,Morrodgers,female,0.9729868826443835,10.396997803511212,0.9864934413221917
5722_01,Joyces,Ington,namsor_api_2.0.28,LATIN,97b6e01d-d5f8-45d7-9701-c27551712ab3,Joyces,Ington,male,-0.46048595242323853,3.4028998566256803,0.7302429762116193
5876_01,Eles,Cone,namsor_api_2.0.28,LATIN,1f40595e-0868-43fc-82b9-e565e583ae07,Eles,Cone,male,-0.9540329634454305,7.837682451339369,0.9770164817227153
0043_01,Ankalik,Cylistrand,namsor_api_2.0.28,LATIN,63b9b6ce-d338-4841-b82b-daf367735971,Ankalik,Cylistrand,male,-0.11157170498029378,0.7598089611904513,0.5557858524901469
6016_01,Robyny,Gardonadox,namsor_api_2.0.28,LATIN,24d0b2af-02cf-45bf-a7d1-092b01f38239,Robyny,Gardonadox,male,-0.03989355246411841,0.21384985377424937,0.5199467762320592
7342_01,Stevey,Haynard,namsor_api_2.0.28,LATIN,47eb7039-9ce9-4be1-927a-27e16c267eaf,Stevey,Haynard,female,0.4291887384483397,2.837182521095478,0.7145943692241699
6851_01,Glorey,Bookerson,namsor_api_2.0.28,LATIN,1bea4135-d031-4067-8f7a-7ff41a0bd9f3,Glorey,Bookerson,male,-0.15698673839115584,1.0546898821817836,0.5784933691955779
8449_01,Arrain,Purellliss,namsor_api_2.0.28,LATIN,13ff167b-1ddc-47f6-b40a-2a5580b8afbb,Arrain,Purellliss,male,-0.13543691075731945,0.910155951343647,0.5677184553786597
3682_01,Wealke,Ica,namsor_api_2.0.28,LATIN,6718808c-a980-40f3-912d-bc85c4fa67c6,Wealke,Ica,female,0.14975710059910363,1.0051268443743953,0.5748785502995518
1460_02,Eduana,Williotters,namsor_api_2.0.28,LATIN,6f59d134-18d1-43c0-8228-47b54043141b,Eduana,Williotters,female,0.9671970919897979,9.123920415387161,0.9835985459948989
9099_01,Delley,Boltond,namsor_api_2.0.28,LATIN,61fdd999-1dab-43b1-9051-f5c57e26b48c,Delley,Boltond,male,-0.07402570419021992,0.538266047150536,0.53701285209511
0140_02,Verney,Whitakers,namsor_api_2.0.28,LATIN,3d679a23-4864-4c68-b10a-20fc3fe5e32d,Verney,Whitakers,male,-0.8879643111962634,6.918345857773389,0.9439821555981317
1700_02,Solaron,Waring,namsor_api_2.0.28,LATIN,f77c434f-a9d7-4fb2-95d7-d6aaa0ec7702,Solaron,Waring,male,-0.2555368680706154,1.4911150739211934,0.6277684340353077
1798_01,Bel,Mcfarley,namsor_api_2.0.28,LATIN,dfa2a18c-63de-4d89-bfaf-03d10aa58c63,Bel,Mcfarley,female,0.651569661828379,4.41928300736479,0.8257848309141895
0020_01,Almary,Brantuarez,namsor_api_2.0.28,LATIN,42f87a7a-6fdb-4754-8b17-e19dc24b99a8,Almary,Brantuarez,female,0.6795073667088363,4.680274928558589,0.8397536833544181
1631_01,Toniel,Kennetty,namsor_api_2.0.28,LATIN,998b65c1-1750-42a4-95c7-344b4713c532,Toniel,Kennetty,female,0.10681987066254695,0.7308714566038219,0.5534099353312735
5828_01,Bethy,Goldendrice,namsor_api_2.0.28,LATIN,1ea67498-d181-42c6-82b8-20e57bc27962,Bethy,Goldendrice,female,0.9684888759034138,9.9431770555587,0.9842444379517069
3360_01,Izares,Brailidy,namsor_api_2.0.28,LATIN,9b220c85-b7ea-4dd5-a700-2069eeca1d8e,Izares,Brailidy,male,-0.33056475297952614,1.91629670002024,0.6652823764897631
1416_01,Therie,Macdonadows,namsor_api_2.0.28,LATIN,76950a23-c65e-44c3-b89a-d600aa38bffe,Therie,Macdonadows,female,0.11355207534324108,0.7719585431618655,0.5567760376716205
5258_01,Alrair,Taptiritty,namsor_api_2.0.28,LATIN,08fd0467-adc8-4c75-8e42-732f7a841264,Alrair,Taptiritty,male,-0.15958392217453277,1.0727863810138345,0.5797919610872664
7499_01,Enrie,Hayder,namsor_api_2.0.28,LATIN,3f91e2e8-4e68-4516-a117-75dd6b07baeb,Enrie,Hayder,male,-0.778914870935006,5.586439155592494,0.889457435467503
9128_02,Melice,Briggston,namsor_api_2.0.28,LATIN,0edd3c0c-01e5-4da5-856d-94eabaa8a77e,Melice,Briggston,female,0.8765318433964373,6.737931838450187,0.9382659216982187
8722_02,Triple,Pine,namsor_api_2.0.28,LATIN,3b9f7f8b-dca2-4a83-85d5-84755724bac8,Triple,Pine,male,-0.3667455465650735,2.180435042517914,0.6833727732825368
7049_01,Nelly,Gallencis,namsor_api_2.0.28,LATIN,245764ba-9982-4d27-8c71-088be5d14da3,Nelly,Gallencis,female,0.9499967518449364,7.73673377812635,0.9749983759224682
2595_04,Treynx,Fle,namsor_api_2.0.28,LATIN,30b0721b-043e-431a-be4b-a91795c413d9,Treynx,Fle,male,-0.2348538825081079,1.3922522622572584,0.617426941254054
4001_03,Leahy,Lowelliott,namsor_api_2.0.28,LATIN,c135accc-a264-4780-a59c-bfd1b627426f,Leahy,Lowelliott,female,0.8192708144060354,6.12945052281907,0.9096354072030177
4712_01,Nichad,Vinozarks,namsor_api_2.0.28,LATIN,bf94f90c-59e7-49fc-b0f6-08b8f82161e5,Nichad,Vinozarks,male,-0.38299276585769215,2.3196663877264427,0.6914963829288461
2301_01,Colly,Hodgesss,namsor_api_2.0.28,LATIN,aa15cf9a-1a2d-4da8-bdeb-76477469e8ea,Colly,Hodgesss,female,0.1452969607352772,0.9751122470516406,0.5726484803676386
1800_02,Nelle,Goffey,namsor_api_2.0.28,LATIN,43b5614f-47b4-429e-8a06-3dbc7fed8a82,Nelle,Goffey,female,0.9794066485145914,11.035566773284259,0.9897033242572957
2645_01,Alrais,Fordulgaug,namsor_api_2.0.28,LATIN,efc0db29-71ba-4526-a3a9-ae1476039d10,Alrais,Fordulgaug,male,-0.23077792611358983,1.3734538222590018,0.6153889630567949
7388_01,Sterry,Mclardson,namsor_api_2.0.28,LATIN,5b4eff31-09b5-4646-8689-7f5be6b814bf,Sterry,Mclardson,male,-0.0607948831104963,0.4634131694466249,0.5303974415552482
1892_03,Schird,Stpingepid,namsor_api_2.0.28,LATIN,7c10cdc9-76e5-4c1f-b44d-67429708f673,Schird,Stpingepid,male,-0.4152707450572768,2.6556877225628313,0.7076353725286384
4887_01,Debora,Thomason,namsor_api_2.0.28,LATIN,05eb885c-74d7-4ea3-894b-dc63ff52fb33,Debora,Thomason,female,0.9755136586919684,10.571778663383391,0.9877568293459842
8318_02,Kie,Ropie,namsor_api_2.0.28,LATIN,3156faf8-86df-413e-b91f-a4ae9a69fba1,Kie,Ropie,male,-0.4052576871206792,2.540852034314092,0.7026288435603396
8460_01,Kelle,Ewisentley,namsor_api_2.0.28,LATIN,2fcef49f-d5b2-4839-a918-e90d9159b416,Kelle,Ewisentley,female,0.9500796567788228,7.738708096552536,0.9750398283894114
0699_02,Flyros,Rhuba,namsor_api_2.0.28,LATIN,69e8a3db-a34a-4fa5-8f02-4fa85f6ca8f0,Flyros,Rhuba,male,-0.3806175118170798,2.298302756723132,0.6903087559085399
5142_01,Kies,Cre,namsor_api_2.0.28,LATIN,520e8da5-e815-4f84-a776-bd7f10bd7cf2,Kies,Cre,male,-0.8025972334508347,5.8688632335889395,0.9012986167254173
6937_01,Robyna,Petton,namsor_api_2.0.28,LATIN,492eacf6-85f7-4a9f-bc9c-9b78ee1939d3,Robyna,Petton,female,0.6959300506348298,4.872091861705741,0.8479650253174149
3095_01,Aarjel,Rhuba,namsor_api_2.0.28,LATIN,7dec8f72-3960-4b20-9d05-2fd0b8c69ff3,Aarjel,Rhuba,male,-0.2612141957859644,1.5193563219964188,0.6306070978929822
0646_01,Errim,Trattle,namsor_api_2.0.28,LATIN,2dd62483-a967-4de2-9144-3c4c657fd7d1,Errim,Trattle,male,-0.08975993105342495,0.629260231287354,0.5448799655267125
5266_02,Sinon,Poselfle,namsor_api_2.0.28,LATIN,ea588034-c71b-474d-8890-4650a16276c2,Sinon,Poselfle,male,-0.24103552894478097,1.421175137537574,0.6205177644723905
6557_01,Batares,Airdring,namsor_api_2.0.28,LATIN,c81ddc99-c35a-47c8-91f8-17b100f0c431,Batares,Airdring,male,-0.30359442483632826,1.7486441459477218,0.6517972124181641
6045_01,Bralino,Matoltuble,namsor_api_2.0.28,LATIN,8d04264e-9835-4bed-9617-5dfc40bee7ad,Bralino,Matoltuble,male,-0.1829200830286979,1.1667063003194331,0.5914600415143489
6201_01,Kaboson,Sempribly,namsor_api_2.0.28,LATIN,3579e806-2b00-448d-bb12-bedc6709e1d5,Kaboson,Sempribly,male,-0.28985360574461994,1.6703394114066157,0.64492680287231
7015_01,Geons,Geadle,namsor_api_2.0.28,LATIN,6f06e045-da44-416c-b31b-d82822d0d9d7,Geons,Geadle,male,-0.13055263742338186,0.8786397718235791,0.5652763187116909
2040_01,Lesaten,Stiven,namsor_api_2.0.28,LATIN,d463add1-c56c-4a33-88a6-6f85e965c4ef,Lesaten,Stiven,male,-0.1855221819732229,1.1773626416285623,0.5927610909866114
7968_01,Apsps,Nutte,namsor_api_2.0.28,LATIN,bf7558a7-a321-4d9b-a697-7fa1689a7615,Apsps,Nutte,male,-0.3544424500292045,2.0844363402001633,0.6772212250146022
4998_01,Lison,Willy,namsor_api_2.0.28,LATIN,41caa4eb-86c0-41e4-992c-4441ed89f9b4,Lison,Willy,female,0.7972065480640065,5.797258653448253,0.8986032740320032
1424_03,Elebola,Sageng,namsor_api_2.0.28,LATIN,ccebf547-018b-4b9a-9dac-8b391b21ac42,Elebola,Sageng,female,0.41254312934884885,2.623261878715269,0.7062715646744244
8860_03,Mulk,Vloaf,namsor_api_2.0.28,LATIN,79c26cc2-7f64-438e-9279-dfa2fd3b48b1,Mulk,Vloaf,male,-0.17750778890966434,1.1447300929982305,0.5887538944548322
7996_01,Tanley,Kimons,namsor_api_2.0.28,LATIN,8d3f6356-96b4-4305-8438-30fff7ac6576,Tanley,Kimons,female,0.9409825892219938,7.542422748244405,0.9704912946109969
4850_02,Billya,Shieldson,namsor_api_2.0.28,LATIN,64825eb5-d9be-4a31-9599-e854f164633b,Billya,Shieldson,male,-0.2634191911550474,1.5304637654025584,0.6317095955775237
5552_02,Oatch,Potie,namsor_api_2.0.28,LATIN,1f392bf9-5430-4201-995f-c8513f2daa7b,Oatch,Potie,female,0.039574770921618097,0.1959794939807012,0.519787385460809
9231_03,Cus,Paie,namsor_api_2.0.28,LATIN,105c2867-f839-408a-9167-d4fe0703775a,Cus,Paie,male,-0.7600171390125221,5.406903603337113,0.880008569506261
2784_01,Monard,Walterson,namsor_api_2.0.28,LATIN,db662d76-7a20-4893-bd68-2f61f8a02da5,Monard,Walterson,male,-0.964047049083842,8.322281720027512,0.982023524541921
0138_01,Fayene,Gambs,namsor_api_2.0.28,LATIN,19b2fc93-90f2-4c5b-9443-dd042f8393e2,Fayene,Gambs,female,0.12391263526143792,0.8364398728288761,0.561956317630719
7872_03,Leony,Wardendez,namsor_api_2.0.28,LATIN,b1690c7f-76b9-45f9-915a-d54d23b1a1ee,Leony,Wardendez,female,0.7592319570350525,5.400093385666892,0.8796159785175263
5594_01,Verney,Lewinton,namsor_api_2.0.28,LATIN,72d4b584-7acd-4621-88b5-87f6ca6b777b,Verney,Lewinton,male,-0.9483773836877445,7.698930735385105,0.9741886918438722
3279_01,Mard,Whifounrew,namsor_api_2.0.28,LATIN,270cc0ef-b283-487f-a677-8ed5386a4ba3,Mard,Whifounrew,male,-0.9682080836685762,9.69961470155522,0.9841040418342881
1962_01,Verek,Buckeenez,namsor_api_2.0.28,LATIN,12520ad6-66ae-4838-8e3b-f7743e6a9431,Verek,Buckeenez,male,-0.34637460545017085,2.02517914575175,0.6731873027250854
0769_01,Astrah,Reeddommy,namsor_api_2.0.28,LATIN,a220088f-10ee-446b-a9d1-135e082f87ae,Astrah,Reeddommy,male,-0.11804220046969394,0.7997095460297958,0.559021100234847
6560_01,Rhonya,Reynoldez,namsor_api_2.0.28,LATIN,f7ec2bb4-9713-46ab-b707-b276ca103ed3,Rhonya,Reynoldez,female,0.38739453707980775,2.360277050290307,0.6936972685399039
4502_01,Triple,Jamai,namsor_api_2.0.28,LATIN,62f86a53-8476-40ba-ac1d-3db1dda488ae,Triple,Jamai,male,-0.5344355030709733,3.7377113661165566,0.7672177515354867
6774_03,Tancis,Steinardson,namsor_api_2.0.28,LATIN,43977cc3-eedd-4666-bb41-2a7d1761c76e,Tancis,Steinardson,male,-0.24683453509034736,1.4487802735881348,0.6234172675451737
9046_02,Quarke,Cratrave,namsor_api_2.0.28,LATIN,8a0a9487-156a-4265-8487-2559ea019acd,Quarke,Cratrave,female,0.44628853230297794,3.1098388272320463,0.723144266151489
0341_01,Lorian,Webstephrey,namsor_api_2.0.28,LATIN,a1617b8d-3433-4d7a-aae1-c1dad0edffe0,Lorian,Webstephrey,female,0.6844974938921349,4.734831328739311,0.8422487469460674
7479_01,Muffs,Berte,namsor_api_2.0.28,LATIN,8046e827-1bc3-488e-b3b3-5ff70331bdd9,Muffs,Berte,male,-0.20529941806353547,1.2604149572058319,0.6026497090317677
8373_01,Gillie,Crosbornes,namsor_api_2.0.28,LATIN,a143a375-6855-4a27-afa6-a8cbd42ac484,Gillie,Crosbornes,female,0.8786620976342137,6.76917901551883,0.9393310488171068
3997_01,Aliedy,Yanton,namsor_api_2.0.28,LATIN,a7e0cbf7-a1fe-4130-ab2a-0476ff63eb01,Aliedy,Yanton,male,-0.03732542925360027,0.07060488736241403,0.5186627146268001
0975_01,Allena,Hoppernardy,namsor_api_2.0.28,LATIN,9e763073-b80a-4916-b05f-d59c5f756a7a,Allena,Hoppernardy,female,0.9897439752043773,12.182774098876074,0.9948719876021886
3597_01,Loise,Parrett,namsor_api_2.0.28,LATIN,6d8f3f63-f302-46d7-a67d-6629574e46e3,Loise,Parrett,female,0.9132950140999301,7.189890876467111,0.956647507049965
3284_01,Kaye,Holsen,namsor_api_2.0.28,LATIN,b3d88927-d0b6-4390-8847-f0f22946a8ee,Kaye,Holsen,female,0.8766274622777159,6.739313719244393,0.938313731138858
2723_02,Dabiton,Boderbint,namsor_api_2.0.28,LATIN,653e84e8-b10d-4e96-ad1a-00d7453a427a,Dabiton,Boderbint,male,-0.2860413929366665,1.6493422225920966,0.6430206964683333
7716_01,Marazha,Panspic,namsor_api_2.0.28,LATIN,f49566f5-4430-47b1-9d11-98798b2d1e02,Marazha,Panspic,female,0.2962386771541001,1.7061980623890705,0.6481193385770501
9196_02,Majorab,Poustive,namsor_api_2.0.28,LATIN,51bc396b-0aeb-49e4-8d6b-690727eb27f6,Majorab,Poustive,female,0.03657990736783523,0.02922087459578634,0.5182899536839176
0383_02,Evane,Wagnerray,namsor_api_2.0.28,LATIN,94dd3053-eb9a-4cca-b967-fbd2cfe51d06,Evane,Wagnerray,female,0.8587902546620332,6.509759425980647,0.9293951273310166
5719_01,Ireen,Tranciams,namsor_api_2.0.28,LATIN,b81ded50-ff4d-49f3-b4fd-7ddd326120ed,Ireen,Tranciams,female,0.954359203039685,7.8463046843778415,0.9771796015198425
8755_01,Ionons,Alvercal,namsor_api_2.0.28,LATIN,8c7d5a99-1f52-4979-9939-dbce0fdcffad,Ionons,Alvercal,male,-0.16109242307260008,1.0795493889450967,0.5805462115363
0086_01,Jodye,Kinson,namsor_api_2.0.28,LATIN,4a15773f-2485-494b-8c9f-f5956858d938,Jodye,Kinson,female,0.9595223343685786,8.041294926625191,0.9797611671842893
3428_02,Terope,Cumpting,namsor_api_2.0.28,LATIN,03fae335-4e8e-40e6-828f-7f422c0fb38e,Terope,Cumpting,male,-0.03671344172611102,0.03663052118713495,0.5183567208630555
1709_01,Jurbet,Minen,namsor_api_2.0.28,LATIN,1ba60c76-294e-40ad-9e8e-9bfdfba612e7,Jurbet,Minen,male,-0.3581470568420202,2.1125875332172157,0.6790735284210101
7579_01,Willy,Curton,namsor_api_2.0.28,LATIN,bdfdf026-13b1-4a87-a59e-ca962958c08f,Willy,Curton,male,-0.8002906955727294,5.837599529458956,0.9001453477863647
4788_01,Bobara,Swanardy,namsor_api_2.0.28,LATIN,587a6d05-244f-40d8-8fac-f2ccd0445b10,Bobara,Swanardy,female,0.15316249455374797,1.0283277840178613,0.576581247276874
8016_01,Clard,Edwartizman,namsor_api_2.0.28,LATIN,c86b188a-4017-4081-9cbf-c22586f857f7,Clard,Edwartizman,female,0.6356354056078406,4.295666856346472,0.8178177028039203
2022_01,Gracia,Houseson,namsor_api_2.0.28,LATIN,3913e10d-490a-4408-84c9-7692582083ea,Gracia,Houseson,female,0.9661623147698328,8.753718933780988,0.9830811573849164
1043_01,Gwenda,Talls,namsor_api_2.0.28,LATIN,87408c26-4cbe-4029-8894-2db523e03f82,Gwenda,Talls,female,0.9797190530222046,11.055061113143076,0.9898595265111023
4340_01,Pamiea,Georgasey,namsor_api_2.0.28,LATIN,a245f897-1025-4f13-831f-f5f75898d6dd,Pamiea,Georgasey,female,0.13776185839809618,0.9253070471198797,0.5688809291990481
7179_01,Denis,Mullon,namsor_api_2.0.28,LATIN,a0c8f1fc-a27d-4576-a492-cc7bf7a06ea6,Denis,Mullon,male,-0.980822799199224,11.12714852119047,0.990411399599612
9066_01,Blancy,Dotsondez,namsor_api_2.0.28,LATIN,22f90af8-1ba0-4f2f-984d-3fa0a92b66ab,Blancy,Dotsondez,female,0.038730038568945524,0.1487680641901646,0.5193650192844728
5767_01,Jonaye,Josesh,namsor_api_2.0.28,LATIN,309dc49c-a01a-4e1a-87a2-cf19ccd0ced1,Jonaye,Josesh,female,0.9684176707088192,9.8755791996999,0.9842088353544096
6452_03,Racyle,Woodwardy,namsor_api_2.0.28,LATIN,674c47c4-12d3-4081-bb32-4383f6c70a4d,Racyle,Woodwardy,female,0.15084055986720846,1.0124811542144128,0.5754202799336042
0314_01,Kell,Kochroeders,namsor_api_2.0.28,LATIN,94192638-89f5-425d-b952-55038a272fc9,Kell,Kochroeders,male,-0.8914927950060088,6.981292056192991,0.9457463975030044
2026_02,Franda,Warrishales,namsor_api_2.0.28,LATIN,dc6e6c7d-dd5f-44ed-828e-167ac598a4c7,Franda,Warrishales,female,0.9776293189284062,10.931356990869489,0.9888146594642031
2123_01,Dianya,Johnsondez,namsor_api_2.0.28,LATIN,73e75914-c501-4507-97bf-ae450b8be263,Dianya,Johnsondez,female,0.4023060586300622,2.5090518571042892,0.7011530293150311
7260_01,Sony,Woodwardy,namsor_api_2.0.28,LATIN,99d845e5-ce0f-40a7-9648-3a657d0dad5e,Sony,Woodwardy,male,-0.36217832621729773,2.1439442582035326,0.6810891631086489
